"gbifid	datasetkey	occurrenceid	kingdom	phylum	class	order	family	genus	species	infraspecificepithet	taxonrank	scientificname	countrycode	locality	publishingorgkey	decimallatitude	decimallongitude	coordinateuncertaintyinmeters	coordinateprecision	elevation	elevationaccuracy	depth	depthaccuracy	eventdate	day	month	year	taxonkey	specieskey	basisofrecord	institutioncode	collectioncode	catalognumber	recordnumber	identifiedby	license	rightsholder	recordedby	typestatus	establishmentmeans	lastinterpreted	mediatype	issue",,,,,
"1324588493	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Felidae	Lynx	Lynx lynx		SPECIES	Lynx lynx (Linnaeus"," 1758)	NO	Styggberget stor Elvdal	46fec380-8e1d-11dd-8679-b8a03c50a862	61.798833	10.446336		2.0					2016-06-01T02:00Z	1	6	2016	2435240	2435240	HUMAN_OBSERVATION	NINA	Skandobs	52044			CC_BY_4_0		Willy Toften			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1324588492	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Ursidae	Ursus	Ursus arctos		SPECIES	Ursus arctos Linnaeus"," 1758	NO	SÌ_termyra	46fec380-8e1d-11dd-8679-b8a03c50a862	64.149265	13.722409		5.0					2016-07-30T02:00Z	30	7	2016	2433433	2433433	HUMAN_OBSERVATION	NINA	Skandobs	52265			CC_BY_4_0		Jan Arve S Myrmo			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1324588491	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Gulo	Gulo gulo		SPECIES	Gulo gulo (Linnaeus"," 1758)	NO	Ì÷vergÌ´rd/ Lysfoss	46fec380-8e1d-11dd-8679-b8a03c50a862	60.857167	11.891015		5.0					2016-07-07T02:00Z	7	7	2016	5219073	5219073	HUMAN_OBSERVATION	NINA	Skandobs	52120			CC_BY_4_0		Geir Bronken			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1324588490	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Canidae	Canis	Canis lupus		SPECIES	Canis lupus Linnaeus"," 1758	NO	Grustaket	46fec380-8e1d-11dd-8679-b8a03c50a862	60.873747	12.105578		5.0					2016-06-19T02:00Z	19	6	2016	5219173	5219173	HUMAN_OBSERVATION	NINA	Skandobs	52033			CC_BY_4_0		Trond Burud			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1324588489	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Ursidae	Ursus	Ursus arctos		SPECIES	Ursus arctos Linnaeus"," 1758	NO	Dividalshytta	46fec380-8e1d-11dd-8679-b8a03c50a862	68.668104	19.838608		5.0					2016-05-06T02:00Z	6	5	2016	2433433	2433433	HUMAN_OBSERVATION	NINA	Skandobs	51767			CC_BY_4_0		StÌ´le StÌürkersen			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1324588488	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Canidae	Canis	Canis lupus		SPECIES	Canis lupus Linnaeus"," 1758	NO	Gammelseterveien	46fec380-8e1d-11dd-8679-b8a03c50a862	60.905276	12.096613		5.0					2016-07-12T02:00Z	12	7	2016	5219173	5219173	HUMAN_OBSERVATION	NINA	Skandobs	52149			CC_BY_4_0		Trond Burud			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1324588487	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Ursidae	Ursus	Ursus arctos		SPECIES	Ursus arctos Linnaeus"," 1758	NO	gridhaugen"," gravberget	46fec380-8e1d-11dd-8679-b8a03c50a862	60.958336	12.186341		5.0					2016-06-30T02:00Z	30	6	2016	2433433	2433433	HUMAN_OBSERVATION	NINA	Skandobs	52076			CC_BY_4_0		Heidi Pedersen			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,
"1324588486	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Ursidae	Ursus	Ursus arctos		SPECIES	Ursus arctos Linnaeus"," 1758	NO	Kvernbekken	46fec380-8e1d-11dd-8679-b8a03c50a862	61.794521	10.428756		5.0					2016-05-04T02:00Z	4	5	2016	2433433	2433433	HUMAN_OBSERVATION	NINA	Skandobs	51845			CC_BY_4_0		Hans-Petter Ruud			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1324588485	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Felidae	Lynx	Lynx lynx		SPECIES	Lynx lynx (Linnaeus"," 1758)	NO	Bergestuggu	46fec380-8e1d-11dd-8679-b8a03c50a862	62.270347	8.203144		5.0					2016-05-27T02:00Z	27	5	2016	2435240	2435240	HUMAN_OBSERVATION	NINA	Skandobs	51871			CC_BY_4_0		Detlef Schnepel			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1324588484	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Felidae	Lynx	Lynx lynx		SPECIES	Lynx lynx (Linnaeus"," 1758)	NO	Vegger	46fec380-8e1d-11dd-8679-b8a03c50a862	59.311542	10.102393		5.0					2016-06-17T02:00Z	17	6	2016	2435240	2435240	HUMAN_OBSERVATION	NINA	Skandobs	52040			CC_BY_4_0		Neri Horntvedt Thorsen			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1324588483	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Canidae	Canis	Canis lupus		SPECIES	Canis lupus Linnaeus"," 1758	NO	Mangen	46fec380-8e1d-11dd-8679-b8a03c50a862	59.987346	11.228226		5.0					2016-05-28T02:00Z	28	5	2016	5219173	5219173	HUMAN_OBSERVATION	NINA	Skandobs	51814			CC_BY_4_0		Truls Berntsen			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1324588482	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Felidae	Lynx	Lynx lynx		SPECIES	Lynx lynx (Linnaeus"," 1758)	NO	RÌüdssjÌüen	46fec380-8e1d-11dd-8679-b8a03c50a862	64.931908	11.642398		5.0					2016-06-22T02:00Z	22	6	2016	2435240	2435240	HUMAN_OBSERVATION	NINA	Skandobs	52018			CC_BY_4_0		Jostein Larsen			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1324588481	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Canidae	Canis	Canis lupus		SPECIES	Canis lupus Linnaeus"," 1758	NO	RÌüstad	46fec380-8e1d-11dd-8679-b8a03c50a862	59.563713	10.888989		5.0					2016-06-11T02:00Z	11	6	2016	5219173	5219173	HUMAN_OBSERVATION	NINA	Skandobs	51982			CC_BY_4_0		Stian Willersrud			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1324588480	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Ursidae	Ursus	Ursus arctos		SPECIES	Ursus arctos Linnaeus"," 1758	NO	Tangveien 1	46fec380-8e1d-11dd-8679-b8a03c50a862	64.268014	13.632914		5.0					2016-07-08T02:00Z	8	7	2016	2433433	2433433	HUMAN_OBSERVATION	NINA	Skandobs	52135			CC_BY_4_0		Jan Arve S Myrmo			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1324588479	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Ursidae	Ursus	Ursus arctos		SPECIES	Ursus arctos Linnaeus"," 1758	NO	HovdkjÌülen	46fec380-8e1d-11dd-8679-b8a03c50a862	61.806766	11.983143		5.0					2016-07-03T02:00Z	3	7	2016	2433433	2433433	HUMAN_OBSERVATION	NINA	Skandobs	52108			CC_BY_4_0		Rune Omang			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1324588478	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Gulo	Gulo gulo		SPECIES	Gulo gulo (Linnaeus"," 1758)	NO	Bynesmarka"," Trondheim	46fec380-8e1d-11dd-8679-b8a03c50a862	63.296696	9.830906							2016-06-20T02:00Z	20	6	2016	5219073	5219073	HUMAN_OBSERVATION	NINA	Skandobs	52004			CC_BY_4_0		Olav Helgemo			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID",,,
"1324588477	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Felidae	Lynx	Lynx lynx		SPECIES	Lynx lynx (Linnaeus"," 1758)	NO	RottÌ´s (innermarka)	46fec380-8e1d-11dd-8679-b8a03c50a862	62.823956	8.234064		5.0					2016-01-29T01:00Z	29	1	2016	2435240	2435240	HUMAN_OBSERVATION	NINA	Skandobs	51780			CC_BY_4_0		Erling L. Meisingset			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1324588476	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Canidae	Canis	Canis lupus		SPECIES	Canis lupus Linnaeus"," 1758	NO	Risberget	46fec380-8e1d-11dd-8679-b8a03c50a862	60.862367	12.045429		5.0					2016-06-20T02:00Z	20	6	2016	5219173	5219173	HUMAN_OBSERVATION	NINA	Skandobs	52047			CC_BY_4_0		Trond Burud			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1324588475	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Canidae	Canis	Canis lupus		SPECIES	Canis lupus Linnaeus"," 1758	NO	RÌüstad	46fec380-8e1d-11dd-8679-b8a03c50a862	59.563713	10.888989		5.0					2016-06-11T02:00Z	11	6	2016	5219173	5219173	HUMAN_OBSERVATION	NINA	Skandobs	51983			CC_BY_4_0		Stian Willersrud			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1324588474	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Ursidae	Ursus	Ursus arctos		SPECIES	Ursus arctos Linnaeus"," 1758	NO	svartÌ´sflauget	46fec380-8e1d-11dd-8679-b8a03c50a862	64.722389	12.237107		5.0					2016-06-19T02:00Z	19	6	2016	2433433	2433433	HUMAN_OBSERVATION	NINA	Skandobs	51999			CC_BY_4_0		Svein Erik KjÌülstad			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1324588473	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Gulo	Gulo gulo		SPECIES	Gulo gulo (Linnaeus"," 1758)	NO	Hamran"," Innset	46fec380-8e1d-11dd-8679-b8a03c50a862	62.70801	10.146111		5.0					2016-05-19T02:00Z	19	5	2016	5219073	5219073	HUMAN_OBSERVATION	NINA	Skandobs	51830			CC_BY_4_0		KÌ´re Ola Botnan			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,
"1324588472	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Felidae	Lynx	Lynx lynx		SPECIES	Lynx lynx (Linnaeus"," 1758)	NO	Jarseng	46fec380-8e1d-11dd-8679-b8a03c50a862	59.170493	9.726617							2016-05-24T02:00Z	24	5	2016	2435240	2435240	HUMAN_OBSERVATION	NINA	Skandobs	51805			CC_BY_4_0		Frode LangerÌüd			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID",,,,
"1324588471	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Canidae	Canis	Canis lupus		SPECIES	Canis lupus Linnaeus"," 1758	NO	Vageram 500 m Nord Ì÷st BreimÌ´san i Bjerkeskauen	46fec380-8e1d-11dd-8679-b8a03c50a862	59.749869	11.07084		5.0					2016-07-09T02:00Z	9	7	2016	5219173	5219173	HUMAN_OBSERVATION	NINA	Skandobs	52137			CC_BY_4_0		Geir Bylterud			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1324588470	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Felidae	Lynx	Lynx lynx		SPECIES	Lynx lynx (Linnaeus"," 1758)	NO	Risberget	46fec380-8e1d-11dd-8679-b8a03c50a862	60.867007	12.048888		5.0					2016-05-31T02:00Z	31	5	2016	2435240	2435240	HUMAN_OBSERVATION	NINA	Skandobs	51850			CC_BY_4_0		Trond Burud			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1324588469	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Canidae	Canis	Canis lupus		SPECIES	Canis lupus Linnaeus"," 1758	NO	Harrsteinen	46fec380-8e1d-11dd-8679-b8a03c50a862	60.891719	12.158435		5.0					2016-05-28T02:00Z	28	5	2016	5219173	5219173	HUMAN_OBSERVATION	NINA	Skandobs	51816			CC_BY_4_0		Trond Burud			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1324588468	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Ursidae	Ursus	Ursus arctos		SPECIES	Ursus arctos Linnaeus"," 1758	NO	Golia	46fec380-8e1d-11dd-8679-b8a03c50a862	63.075709	11.094478		5.0					2016-06-28T02:00Z	28	6	2016	2433433	2433433	HUMAN_OBSERVATION	NINA	Skandobs	52103			CC_BY_4_0		Hans Ivar Stene			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1324588467	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Gulo	Gulo gulo		SPECIES	Gulo gulo (Linnaeus"," 1758)	NO	Hamran"," Innset	46fec380-8e1d-11dd-8679-b8a03c50a862	62.707349	10.14622		5.0					2016-05-11T02:00Z	11	5	2016	5219073	5219073	HUMAN_OBSERVATION	NINA	Skandobs	51832			CC_BY_4_0		KÌ´re Ola Botnan			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,
"1324588466	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Ursidae	Ursus	Ursus arctos		SPECIES	Ursus arctos Linnaeus"," 1758	NO	FlatÌ´s kjennet	46fec380-8e1d-11dd-8679-b8a03c50a862	60.849072	11.921102		5.0					2016-06-18T02:00Z	18	6	2016	2433433	2433433	HUMAN_OBSERVATION	NINA	Skandobs	51993			CC_BY_4_0		Inger BrÌ´ten			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1324588465	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Gulo	Gulo gulo		SPECIES	Gulo gulo (Linnaeus"," 1758)	NO	Hamran"," Innset	46fec380-8e1d-11dd-8679-b8a03c50a862	62.708273	10.150828		5.0					2016-05-04T02:00Z	4	5	2016	5219073	5219073	HUMAN_OBSERVATION	NINA	Skandobs	51835			CC_BY_4_0		KÌ´re Ola Botnan			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,
"1324588464	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Gulo	Gulo gulo		SPECIES	Gulo gulo (Linnaeus"," 1758)	NO	Hamran"," Innset	46fec380-8e1d-11dd-8679-b8a03c50a862	62.708863	10.148655		5.0					2016-05-01T02:00Z	1	5	2016	5219073	5219073	HUMAN_OBSERVATION	NINA	Skandobs	51837			CC_BY_4_0		KÌ´re Ola Botnan			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,
"1324588463	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Felidae	Lynx	Lynx lynx		SPECIES	Lynx lynx (Linnaeus"," 1758)	NO	HÌüvsfossen	46fec380-8e1d-11dd-8679-b8a03c50a862	61.040033	9.1923							2016-05-08T02:00Z	8	5	2016	2435240	2435240	HUMAN_OBSERVATION	NINA	Skandobs	50619			CC_BY_4_0		Rune Karlsen			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID",,,,
"1324588462	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Gulo	Gulo gulo		SPECIES	Gulo gulo (Linnaeus"," 1758)	NO	Grustaket	46fec380-8e1d-11dd-8679-b8a03c50a862	60.873824	12.104594		5.0					2016-05-15T02:00Z	15	5	2016	5219073	5219073	HUMAN_OBSERVATION	NINA	Skandobs	50699			CC_BY_4_0		Trond Burud			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1324588461	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Felidae	Lynx	Lynx lynx		SPECIES	Lynx lynx (Linnaeus"," 1758)	NO	HaslaÌ´a v Embretsuen	46fec380-8e1d-11dd-8679-b8a03c50a862	60.724056	11.869472		10.0					2016-06-19T02:00Z	19	6	2016	2435240	2435240	HUMAN_OBSERVATION	NINA	Skandobs	51996			CC_BY_4_0		Simen Holtmoen			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1324588460	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Gulo	Gulo gulo		SPECIES	Gulo gulo (Linnaeus"," 1758)	NO	Nilskogen	46fec380-8e1d-11dd-8679-b8a03c50a862	65.971197	13.252131		5.0					2016-05-25T02:00Z	25	5	2016	5219073	5219073	HUMAN_OBSERVATION	NINA	Skandobs	51798			CC_BY_4_0		Martin Drevvatn			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1324588459	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Gulo	Gulo gulo		SPECIES	Gulo gulo (Linnaeus"," 1758)	NO	Hamran"," Innset	46fec380-8e1d-11dd-8679-b8a03c50a862	62.709643	10.149349		5.0					2016-05-08T02:00Z	8	5	2016	5219073	5219073	HUMAN_OBSERVATION	NINA	Skandobs	51833			CC_BY_4_0		KÌ´re Ola Botnan			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,
"1324588458	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Ursidae	Ursus	Ursus arctos		SPECIES	Ursus arctos Linnaeus"," 1758	NO	MÌ´saÌ´sen	46fec380-8e1d-11dd-8679-b8a03c50a862	61.738144	10.394231		5.0					2016-05-30T02:00Z	30	5	2016	2433433	2433433	HUMAN_OBSERVATION	NINA	Skandobs	51844			CC_BY_4_0		Hans-Petter Ruud			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1324588457	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Gulo	Gulo gulo		SPECIES	Gulo gulo (Linnaeus"," 1758)	NO	Storholtet	46fec380-8e1d-11dd-8679-b8a03c50a862	62.840757	9.639908		5.0					2016-05-01T02:00Z	1	5	2016	5219073	5219073	HUMAN_OBSERVATION	NINA	Skandobs	50633			CC_BY_4_0		HÌ´vard RÌünning			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1324588456	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Canidae	Canis	Canis lupus		SPECIES	Canis lupus Linnaeus"," 1758	NO	Norby"," VÌ´ler i Ì÷stfold	46fec380-8e1d-11dd-8679-b8a03c50a862	59.48799	10.912943		16.0					2016-06-15T02:00Z	15	6	2016	5219173	5219173	HUMAN_OBSERVATION	NINA	Skandobs	51970			CC_BY_4_0		Ulf Erik Flathen			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,
"1324588455	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Felidae	Lynx	Lynx lynx		SPECIES	Lynx lynx (Linnaeus"," 1758)	NO	SÌürdalen	46fec380-8e1d-11dd-8679-b8a03c50a862	58.859626	9.250033		5.0					2016-06-10T02:00Z	10	6	2016	2435240	2435240	HUMAN_OBSERVATION	NINA	Skandobs	51932			CC_BY_4_0		Regina Brajkovic			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1324588454	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Canidae	Canis	Canis lupus		SPECIES	Canis lupus Linnaeus"," 1758	NO	FlishÌügda	46fec380-8e1d-11dd-8679-b8a03c50a862	60.953639	12.08171		5.0					2016-05-08T02:00Z	8	5	2016	5219173	5219173	HUMAN_OBSERVATION	NINA	Skandobs	50622			CC_BY_4_0		Trond Burud			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1324588453	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Gulo	Gulo gulo		SPECIES	Gulo gulo (Linnaeus"," 1758)	NO	Hamran"," Innset	46fec380-8e1d-11dd-8679-b8a03c50a862	62.707575	10.149904		5.0					2016-05-07T02:00Z	7	5	2016	5219073	5219073	HUMAN_OBSERVATION	NINA	Skandobs	51834			CC_BY_4_0		KÌ´re Ola Botnan			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,
"1324588452	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Gulo	Gulo gulo		SPECIES	Gulo gulo (Linnaeus"," 1758)	NO	Hamran"," Innset	46fec380-8e1d-11dd-8679-b8a03c50a862	62.709273	10.148274		5.0					2016-05-23T02:00Z	23	5	2016	5219073	5219073	HUMAN_OBSERVATION	NINA	Skandobs	51828			CC_BY_4_0		KÌ´re Ola Botnan			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,
"1324588451	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Gulo	Gulo gulo		SPECIES	Gulo gulo (Linnaeus"," 1758)	NO	HAMRAN","INNSET	46fec380-8e1d-11dd-8679-b8a03c50a862	62.708941	10.150914		5.0					2016-05-18T02:00Z	18	5	2016	5219073	5219073	HUMAN_OBSERVATION	NINA	Skandobs	51831			CC_BY_4_0		KÌ´re Ola Botnan			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,
"1324588450	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Felidae	Lynx	Lynx lynx		SPECIES	Lynx lynx (Linnaeus"," 1758)	NO	DamtjÌünnbekken	46fec380-8e1d-11dd-8679-b8a03c50a862	60.187983	9.030041		5.0					2016-05-01T02:00Z	1	5	2016	2435240	2435240	HUMAN_OBSERVATION	NINA	Skandobs	50647			CC_BY_4_0		Erik Otto Narverud			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1324588449	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Canidae	Canis	Canis lupus		SPECIES	Canis lupus Linnaeus"," 1758	NO	Persgolvet	46fec380-8e1d-11dd-8679-b8a03c50a862	60.921637	12.056918		5.0					2016-05-08T02:00Z	8	5	2016	5219173	5219173	HUMAN_OBSERVATION	NINA	Skandobs	50620			CC_BY_4_0		Trond Burud			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1324588448	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Ursidae	Ursus	Ursus arctos		SPECIES	Ursus arctos Linnaeus"," 1758	NO	LÌüvset	46fec380-8e1d-11dd-8679-b8a03c50a862	60.822936	12.080403		5.0					2016-05-30T02:00Z	30	5	2016	2433433	2433433	HUMAN_OBSERVATION	NINA	Skandobs	51824			CC_BY_4_0		Trond Burud			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1324588447	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Gulo	Gulo gulo		SPECIES	Gulo gulo (Linnaeus"," 1758)	NO	Hamran"," Innset	46fec380-8e1d-11dd-8679-b8a03c50a862	62.708874	10.146381		5.0					2016-05-03T02:00Z	3	5	2016	5219073	5219073	HUMAN_OBSERVATION	NINA	Skandobs	51836			CC_BY_4_0		KÌ´re Ola Botnan			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,
"1324588446	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Ursidae	Ursus	Ursus arctos		SPECIES	Ursus arctos Linnaeus"," 1758	NO	MÌ´saÌ´sen	46fec380-8e1d-11dd-8679-b8a03c50a862	61.738147	10.394229		5.0					2016-05-28T02:00Z	28	5	2016	2433433	2433433	HUMAN_OBSERVATION	NINA	Skandobs	51957			CC_BY_4_0		Mari RÌüstum			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1324588445	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Gulo	Gulo gulo		SPECIES	Gulo gulo (Linnaeus"," 1758)	NO	Lordalen	46fec380-8e1d-11dd-8679-b8a03c50a862	62.044451	8.242027		5.0					2016-05-06T02:00Z	6	5	2016	5219073	5219073	HUMAN_OBSERVATION	NINA	Skandobs	50632			CC_BY_4_0		Jens Zeevaert			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1324588444	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Felidae	Lynx	Lynx lynx		SPECIES	Lynx lynx (Linnaeus"," 1758)	NO	BÌüverdalen	46fec380-8e1d-11dd-8679-b8a03c50a862	61.7122	8.306506							2016-06-05T02:00Z	5	6	2016	2435240	2435240	HUMAN_OBSERVATION	NINA	Skandobs	51866			CC_BY_4_0		Rolv Risheim			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID",,,,
